CBSA Title	County/County Equivalent	State Name
Aberdeen, SD	Brown County	South Dakota
Aberdeen, SD	Edmunds County	South Dakota
Aberdeen, WA	Grays Harbor County	Washington
Abilene, TX	Callahan County	Texas
Abilene, TX	Jones County	Texas
Abilene, TX	Taylor County	Texas
Ada, OK	Pontotoc County	Oklahoma
Adrian, MI	Lenawee County	Michigan
Aguadilla-Isabela, PR	Aguada County	Puerto Rico
Aguadilla-Isabela, PR	Aguadilla County	Puerto Rico
Aguadilla-Isabela, PR	Añasco County	Puerto Rico
Aguadilla-Isabela, PR	Isabela County	Puerto Rico
Aguadilla-Isabela, PR	Lares County	Puerto Rico
Aguadilla-Isabela, PR	Moca County	Puerto Rico
Aguadilla-Isabela, PR	Rincón County	Puerto Rico
Aguadilla-Isabela, PR	San Sebastián County	Puerto Rico
Aguadilla-Isabela, PR	Utuado County	Puerto Rico
Akron, OH	Portage County	Ohio
Akron, OH	Summit County	Ohio
Alamogordo, NM	Otero County	New Mexico
Albany, GA	Dougherty County	Georgia
Albany, GA	Lee County	Georgia
Albany, GA	Terrell County	Georgia
Albany, GA	Worth County	Georgia
Albany-Lebanon, OR	Linn County	Oregon
Albany-Schenectady-Troy, NY	Albany County	New York
Albany-Schenectady-Troy, NY	Rensselaer County	New York
Albany-Schenectady-Troy, NY	Saratoga County	New York
Albany-Schenectady-Troy, NY	Schenectady County	New York
Albany-Schenectady-Troy, NY	Schoharie County	New York
Albemarle, NC	Stanly County	North Carolina
Albert Lea, MN	Freeborn County	Minnesota
Albertville, AL	Marshall County	Alabama
Albuquerque, NM	Bernalillo County	New Mexico
Albuquerque, NM	Sandoval County	New Mexico
Albuquerque, NM	Torrance County	New Mexico
Albuquerque, NM	Valencia County	New Mexico
Alexander City, AL	Coosa County	Alabama
Alexander City, AL	Tallapoosa County	Alabama
Alexandria, LA	Grant Parish	Louisiana
Alexandria, LA	Rapides Parish	Louisiana
Alexandria, MN	Douglas County	Minnesota
Alice, TX	Duval County	Texas
Alice, TX	Jim Wells County	Texas
Allentown-Bethlehem-Easton, PA-NJ	Warren County	New Jersey
Allentown-Bethlehem-Easton, PA-NJ	Carbon County	Pennsylvania
Allentown-Bethlehem-Easton, PA-NJ	Lehigh County	Pennsylvania
Allentown-Bethlehem-Easton, PA-NJ	Northampton County	Pennsylvania
Alma, MI	Gratiot County	Michigan
Alpena, MI	Alpena County	Michigan
Altoona, PA	Blair County	Pennsylvania
Altus, OK	Jackson County	Oklahoma
Amarillo, TX	Armstrong County	Texas
Amarillo, TX	Carson County	Texas
Amarillo, TX	Oldham County	Texas
Amarillo, TX	Potter County	Texas
Amarillo, TX	Randall County	Texas
Americus, GA	Schley County	Georgia
Americus, GA	Sumter County	Georgia
Ames, IA	Boone County	Iowa
Ames, IA	Story County	Iowa
Amsterdam, NY	Montgomery County	New York
Anchorage, AK	Anchorage County	Alaska
Anchorage, AK	Matanuska-Susitna County	Alaska
Andrews, TX	Andrews County	Texas
Angola, IN	Steuben County	Indiana
Ann Arbor, MI	Washtenaw County	Michigan
Anniston-Oxford, AL	Calhoun County	Alabama
Appleton, WI	Calumet County	Wisconsin
Appleton, WI	Outagamie County	Wisconsin
Arcadia, FL	DeSoto County	Florida
Ardmore, OK	Carter County	Oklahoma
Ardmore, OK	Love County	Oklahoma
Arecibo, PR	Arecibo County	Puerto Rico
Arecibo, PR	Camuy County	Puerto Rico
Arecibo, PR	Hatillo County	Puerto Rico
Arecibo, PR	Quebradillas County	Puerto Rico
Arkadelphia, AR	Clark County	Arkansas
Asheville, NC	Buncombe County	North Carolina
Asheville, NC	Haywood County	North Carolina
Asheville, NC	Henderson County	North Carolina
Asheville, NC	Madison County	North Carolina
Ashland, OH	Ashland County	Ohio
Ashtabula, OH	Ashtabula County	Ohio
Astoria, OR	Clatsop County	Oregon
Atchison, KS	Atchison County	Kansas
Athens, OH	Athens County	Ohio
Athens, TN	McMinn County	Tennessee
Athens, TX	Henderson County	Texas
Athens-Clarke County, GA	Clarke County	Georgia
Athens-Clarke County, GA	Madison County	Georgia
Athens-Clarke County, GA	Oconee County	Georgia
Athens-Clarke County, GA	Oglethorpe County	Georgia
Atlanta-Sandy Springs-Alpharetta, GA	Barrow County	Georgia
Atlanta-Sandy Springs-Alpharetta, GA	Bartow County	Georgia
Atlanta-Sandy Springs-Alpharetta, GA	Butts County	Georgia
Atlanta-Sandy Springs-Alpharetta, GA	Carroll County	Georgia
Atlanta-Sandy Springs-Alpharetta, GA	Cherokee County	Georgia
Atlanta-Sandy Springs-Alpharetta, GA	Clayton County	Georgia
Atlanta-Sandy Springs-Alpharetta, GA	Cobb County	Georgia
Atlanta-Sandy Springs-Alpharetta, GA	Coweta County	Georgia
Atlanta-Sandy Springs-Alpharetta, GA	Dawson County	Georgia
Atlanta-Sandy Springs-Alpharetta, GA	DeKalb County	Georgia
Atlanta-Sandy Springs-Alpharetta, GA	Douglas County	Georgia
Atlanta-Sandy Springs-Alpharetta, GA	Fayette County	Georgia
Atlanta-Sandy Springs-Alpharetta, GA	Forsyth County	Georgia
Atlanta-Sandy Springs-Alpharetta, GA	Fulton County	Georgia
Atlanta-Sandy Springs-Alpharetta, GA	Gwinnett County	Georgia
Atlanta-Sandy Springs-Alpharetta, GA	Haralson County	Georgia
Atlanta-Sandy Springs-Alpharetta, GA	Heard County	Georgia
Atlanta-Sandy Springs-Alpharetta, GA	Henry County	Georgia
Atlanta-Sandy Springs-Alpharetta, GA	Jasper County	Georgia
Atlanta-Sandy Springs-Alpharetta, GA	Lamar County	Georgia
Atlanta-Sandy Springs-Alpharetta, GA	Meriwether County	Georgia
Atlanta-Sandy Springs-Alpharetta, GA	Morgan County	Georgia
Atlanta-Sandy Springs-Alpharetta, GA	Newton County	Georgia
Atlanta-Sandy Springs-Alpharetta, GA	Paulding County	Georgia
Atlanta-Sandy Springs-Alpharetta, GA	Pickens County	Georgia
Atlanta-Sandy Springs-Alpharetta, GA	Pike County	Georgia
Atlanta-Sandy Springs-Alpharetta, GA	Rockdale County	Georgia
Atlanta-Sandy Springs-Alpharetta, GA	Spalding County	Georgia
Atlanta-Sandy Springs-Alpharetta, GA	Walton County	Georgia
Atlantic City-Hammonton, NJ	Atlantic County	New Jersey
Atmore, AL	Escambia County	Alabama
Auburn, IN	DeKalb County	Indiana
Auburn, NY	Cayuga County	New York
Auburn-Opelika, AL	Lee County	Alabama
Augusta-Richmond County, GA-SC	Burke County	Georgia
Augusta-Richmond County, GA-SC	Columbia County	Georgia
Augusta-Richmond County, GA-SC	Lincoln County	Georgia
Augusta-Richmond County, GA-SC	McDuffie County	Georgia
Augusta-Richmond County, GA-SC	Richmond County	Georgia
Augusta-Richmond County, GA-SC	Aiken County	South Carolina
Augusta-Richmond County, GA-SC	Edgefield County	South Carolina
Augusta-Waterville, ME	Kennebec County	Maine
Austin, MN	Mower County	Minnesota
Austin-Round Rock-Georgetown, TX	Bastrop County	Texas
Austin-Round Rock-Georgetown, TX	Caldwell County	Texas
Austin-Round Rock-Georgetown, TX	Hays County	Texas
Austin-Round Rock-Georgetown, TX	Travis County	Texas
Austin-Round Rock-Georgetown, TX	Williamson County	Texas
Bainbridge, GA	Decatur County	Georgia
Bakersfield, CA	Kern County	California
Baltimore-Columbia-Towson, MD	Anne Arundel County	Maryland
Baltimore-Columbia-Towson, MD	Baltimore County	Maryland
Baltimore-Columbia-Towson, MD	Carroll County	Maryland
Baltimore-Columbia-Towson, MD	Harford County	Maryland
Baltimore-Columbia-Towson, MD	Howard County	Maryland
Baltimore-Columbia-Towson, MD	Queen Anne's County	Maryland
Baltimore-Columbia-Towson, MD	Baltimore city	Maryland
Bangor, ME	Penobscot County	Maine
Baraboo, WI	Sauk County	Wisconsin
Bardstown, KY	Nelson County	Kentucky
Barnstable Town, MA	Barnstable County	Massachusetts
Barre, VT	Washington County	Vermont
Bartlesville, OK	Washington County	Oklahoma
Batavia, NY	Genesee County	New York
Batesville, AR	Independence County	Arkansas
Batesville, AR	Sharp County	Arkansas
Baton Rouge, LA	Ascension Parish	Louisiana
Baton Rouge, LA	Assumption Parish	Louisiana
Baton Rouge, LA	East Baton Rouge Parish	Louisiana
Baton Rouge, LA	East Feliciana Parish	Louisiana
Baton Rouge, LA	Iberville Parish	Louisiana
Baton Rouge, LA	Livingston Parish	Louisiana
Baton Rouge, LA	Pointe Coupee Parish	Louisiana
Baton Rouge, LA	St. Helena Parish	Louisiana
Baton Rouge, LA	West Baton Rouge Parish	Louisiana
Baton Rouge, LA	West Feliciana Parish	Louisiana
Battle Creek, MI	Calhoun County	Michigan
Bay City, MI	Bay County	Michigan
Bay City, TX	Matagorda County	Texas
Beatrice, NE	Gage County	Nebraska
Beaumont-Port Arthur, TX	Hardin County	Texas
Beaumont-Port Arthur, TX	Jefferson County	Texas
Beaumont-Port Arthur, TX	Orange County	Texas
Beaver Dam, WI	Dodge County	Wisconsin
Beckley, WV	Fayette County	West Virginia
Beckley, WV	Raleigh County	West Virginia
Bedford, IN	Lawrence County	Indiana
Beeville, TX	Bee County	Texas
Bellefontaine, OH	Logan County	Ohio
Bellingham, WA	Whatcom County	Washington
Bemidji, MN	Beltrami County	Minnesota
Bend, OR	Deschutes County	Oregon
Bennettsville, SC	Marlboro County	South Carolina
Bennington, VT	Bennington County	Vermont
Berlin, NH	Coos County	New Hampshire
Big Rapids, MI	Mecosta County	Michigan
Big Spring, TX	Howard County	Texas
Big Stone Gap, VA	Wise County	Virginia
Big Stone Gap, VA	Norton city	Virginia
Billings, MT	Carbon County	Montana
Billings, MT	Stillwater County	Montana
Billings, MT	Yellowstone County	Montana
Binghamton, NY	Broome County	New York
Binghamton, NY	Tioga County	New York
Birmingham-Hoover, AL	Bibb County	Alabama
Birmingham-Hoover, AL	Blount County	Alabama
Birmingham-Hoover, AL	Chilton County	Alabama
Birmingham-Hoover, AL	Jefferson County	Alabama
Birmingham-Hoover, AL	St. Clair County	Alabama
Birmingham-Hoover, AL	Shelby County	Alabama
Bismarck, ND	Burleigh County	North Dakota
Bismarck, ND	Morton County	North Dakota
Bismarck, ND	Oliver County	North Dakota
Blackfoot, ID	Bingham County	Idaho
Blacksburg-Christiansburg, VA	Giles County	Virginia
Blacksburg-Christiansburg, VA	Montgomery County	Virginia
Blacksburg-Christiansburg, VA	Pulaski County	Virginia
Blacksburg-Christiansburg, VA	Radford city	Virginia
Bloomington, IL	McLean County	Illinois
Bloomington, IN	Monroe County	Indiana
Bloomington, IN	Owen County	Indiana
Bloomsburg-Berwick, PA	Columbia County	Pennsylvania
Bloomsburg-Berwick, PA	Montour County	Pennsylvania
Bluefield, WV-VA	Bland County	Virginia
Bluefield, WV-VA	Tazewell County	Virginia
Bluefield, WV-VA	Mercer County	West Virginia
Blytheville, AR	Mississippi County	Arkansas
Bogalusa, LA	Washington Parish	Louisiana
Boise City, ID	Ada County	Idaho
Boise City, ID	Boise County	Idaho
Boise City, ID	Canyon County	Idaho
Boise City, ID	Gem County	Idaho
Boise City, ID	Owyhee County	Idaho
Bonham, TX	Fannin County	Texas
Boone, NC	Watauga County	North Carolina
Borger, TX	Hutchinson County	Texas
Boston-Cambridge-Newton, MA-NH	Norfolk County	Massachusetts
Boston-Cambridge-Newton, MA-NH	Plymouth County	Massachusetts
Boston-Cambridge-Newton, MA-NH	Suffolk County	Massachusetts
Boston-Cambridge-Newton, MA-NH	Essex County	Massachusetts
Boston-Cambridge-Newton, MA-NH	Middlesex County	Massachusetts
Boston-Cambridge-Newton, MA-NH	Rockingham County	New Hampshire
Boston-Cambridge-Newton, MA-NH	Strafford County	New Hampshire
Boulder, CO	Boulder County	Colorado
Bowling Green, KY	Allen County	Kentucky
Bowling Green, KY	Butler County	Kentucky
Bowling Green, KY	Edmonson County	Kentucky
Bowling Green, KY	Warren County	Kentucky
Bozeman, MT	Gallatin County	Montana
Bradford, PA	McKean County	Pennsylvania
Brainerd, MN	Cass County	Minnesota
Brainerd, MN	Crow Wing County	Minnesota
Branson, MO	Taney County	Missouri
Breckenridge, CO	Summit County	Colorado
Bremerton-Silverdale-Port Orchard, WA	Kitsap County	Washington
Brenham, TX	Washington County	Texas
Brevard, NC	Transylvania County	North Carolina
Bridgeport-Stamford-Norwalk, CT	Fairfield County	Connecticut
Brookhaven, MS	Lincoln County	Mississippi
Brookings, OR	Curry County	Oregon
Brookings, SD	Brookings County	South Dakota
Brownsville, TN	Haywood County	Tennessee
Brownsville-Harlingen, TX	Cameron County	Texas
Brownwood, TX	Brown County	Texas
Brunswick, GA	Brantley County	Georgia
Brunswick, GA	Glynn County	Georgia
Brunswick, GA	McIntosh County	Georgia
Bucyrus-Galion, OH	Crawford County	Ohio
Buffalo-Cheektowaga, NY	Erie County	New York
Buffalo-Cheektowaga, NY	Niagara County	New York
Burley, ID	Cassia County	Idaho
Burley, ID	Minidoka County	Idaho
Burlington, IA-IL	Henderson County	Illinois
Burlington, IA-IL	Des Moines County	Iowa
Burlington, NC	Alamance County	North Carolina
Burlington-South Burlington, VT	Chittenden County	Vermont
Burlington-South Burlington, VT	Franklin County	Vermont
Burlington-South Burlington, VT	Grand Isle County	Vermont
Butte-Silver Bow, MT	Silver Bow County	Montana
Cadillac, MI	Missaukee County	Michigan
Cadillac, MI	Wexford County	Michigan
Calhoun, GA	Gordon County	Georgia
California-Lexington Park, MD	St. Mary's County	Maryland
Cambridge, MD	Dorchester County	Maryland
Cambridge, OH	Guernsey County	Ohio
Camden, AR	Calhoun County	Arkansas
Camden, AR	Ouachita County	Arkansas
Campbellsville, KY	Green County	Kentucky
Campbellsville, KY	Taylor County	Kentucky
Cañon City, CO	Fremont County	Colorado
Canton-Massillon, OH	Carroll County	Ohio
Canton-Massillon, OH	Stark County	Ohio
Cape Coral-Fort Myers, FL	Lee County	Florida
Cape Girardeau, MO-IL	Alexander County	Illinois
Cape Girardeau, MO-IL	Bollinger County	Missouri
Cape Girardeau, MO-IL	Cape Girardeau County	Missouri
Carbondale-Marion, IL	Jackson County	Illinois
Carbondale-Marion, IL	Johnson County	Illinois
Carbondale-Marion, IL	Williamson County	Illinois
Carlsbad-Artesia, NM	Eddy County	New Mexico
Carroll, IA	Carroll County	Iowa
Carson City, NV	Carson City	Nevada
Casper, WY	Natrona County	Wyoming
Cedar City, UT	Iron County	Utah
Cedar Rapids, IA	Benton County	Iowa
Cedar Rapids, IA	Jones County	Iowa
Cedar Rapids, IA	Linn County	Iowa
Cedartown, GA	Polk County	Georgia
Celina, OH	Mercer County	Ohio
Central City, KY	Muhlenberg County	Kentucky
Centralia, IL	Marion County	Illinois
Centralia, WA	Lewis County	Washington
Chambersburg-Waynesboro, PA	Franklin County	Pennsylvania
Champaign-Urbana, IL	Champaign County	Illinois
Champaign-Urbana, IL	Piatt County	Illinois
Charleston, WV	Boone County	West Virginia
